"","3 Wise Men","Îmbunătățește-ți conexiunea spirituală cu ajutorul acestei arome pământoase, evocatoare.   Bucură-te de echilibru și fericire în timp ce aplici câteva picături pe punctele de puls în timpul meditației matinale.  Conține uleiul de lemn de santal Royal Hawaiian, ulei de migdale dulci și ulei de smirnă.  Sau pentru un răsfăț luxuriant, adaugă câteva picături în apa fierbinte de baie și lasă-te învăluită de o oază de seninătate.","Ulei de migdale dulci (Prunus amygdalus dulcis)*, ulei de lemn de santal Royal Hawaiian (Santalum paniculatum)*, ulei de ienupăr (Juniperus osteosperma)*, ulei de tămâie (Boswellia carterii)*, ulei de frunze de molid negru (Picea mariana)*, ulei de smirnă (Commiphora myrrha)*.
 Poate conține: Citronellol **, Geraniol **, Limonene **, Linalool **. 
* Ulei esențial 100% pur. 
** Constituenți naturali ai uleiurilor esențiale.","Inhalare:  Inspiră ușor această aromă pământoasă.
Frumusețe: Adaugă câteva picături în untul tău de corp pentru o infuzie luxuriantă. 
Baie: Adaugă 6-8 picături în apa fierbinte de baie pentru un răsfăț suprem. 
Masaj: Diluează câteva picături în 10 ml de ulei de bază Young Living V-6® Enhanced Vegetable Oil Complex pentru un masaj relaxant.
Parfum:Se potrivește bine cu uleiurile de lemn de cedru, cimbru sau vetiver.","https://www.youngliving.com/ro_RO/products/id/34808","../media/poze/uleiuri/wise_men.jpg"
"","Abundance","Lasă notele exotice și senzuale ale tămâii, ale scorțișoarei și ale portocalelor, să îți învăluie simțurile.  Acest amestec captivant este un miros perfect, cald, care combină bogăția irezistibilă cu notele proaspete de ghimbir și cuișoare.  Această aromă îmbietoare poate fi pulverizată pe decolteu, utilizând o sticlă cu pulverizator plină cu apă și una sau două picături de amestec Abundance, pentru a te transporta într-un tărâm al calmului.  Reîncarcă-te și revigorează-te pentru a-ți reechilibra chakrele înhalând direct din sticluță în timpul meditației de dimineață.  Sau adaugă o picătură în crema ta pentru un miros delicios de stare de bine.  Acest amestec special  este ideal pentru sezonul rece și este făcut cu uleiuri puternice pentru a te energiza.  Bucură-te de mai multă bucurie și prosperitate.  Menirea ta este să strălucești!
Amestec cald și bogat.
Înălțător și energizant.
Susține sentimentele de bucurie și prosperitate.","Citrus aurantium dulcis * (ulei din coji de portocale), Boswellia carterii * (ulei de tămâie), Pogostemon cablin * (ulei de paciuli), Eugenia caryophyllus * (ulei din muguri de cuișoare), Zingiber officinale * (ulei de ghimbir), Commiphora myrrha * (ulei de mir), Cinnamomum zeylanicum * (ulei de scorțișoară), Picea mariana * (ulei de frunze de molid negru)
*100% ulei esențial pur","Inhalare: Inspiră notele calmante de tămâie, scorțișoară și portocale.  Ține-l la îndemână pentru a te liniști instantaneu.
Frumusețe: Adaugă câteva picături în balsamul tău de corp și apoi aplică-l pe zonele uscate ale pielii pentru un miros delicios de exotic.
Baie: Transformă-ți rutina de îmbăiere cu 6-8 picături de ulei, pentru o piele cât mai curată.
Masaj: Diluează câteva picături în 10 ml de ulei de bază Young Living V-6® Enhanced Vegetable Oil Complex pentru un masaj relaxant.
Parfum: Bucură-te de o seară în oraș cu acest parfum intens și durabil.","https://www.youngliving.com/ro_RO/products/id/34697","../media/poze/uleiuri/abundance.jpg"
"","Acceptance","Veselia, recunoștința și acceptarea de sine sunt ale tale cu acest amestec împuternicitor. Acceptance combină uleiurile esențiale de bergamote, chiparos albastru, mușețel albastru marocan, coriandru, davana, tămâie, mușcate, mușețel german, grapefruit, iasomie, lămâie, limete, neroli, ocotea, trandafiri, lemn de santal, mentă verde, tangerine și ylang ylang cu ulei de migdale dulci pentru a crea o aromă înălțătoare și echilibrată. Aplică pe punctele de puls pentru a crea un mediu plin de pozitivitate care te ajută să îmbrățișezi schimbările din viața ta.","Prunus amygdalus dulcis (ulei de migdale dulci), Coriandrum sativum* (ulei de semințe de coriandru), Pelargonium graveolens* (ulei de flori de mușcată), Citrus aurantium bergamia* (ulei din coji de bergamotă) (fără furocumarine), Boswellia carterii* (ulei de tămâie), Santalum paniculatum* (ulei din lemn de santal Royal Hawaiian^), Citrus aurantium amara* (ulei de flori de Neroli), Cananga odorata*(ulei de flori Ylang Ylang), Callitris intratropica* (ulei din lemn de chiparos albastru), Artemisia pallens* (ulei de flori Davana), Citrus hystrix* (extract de frunze de limetă Kaffir),    Jasminum officinale** (ulei de iasomie), Chamomilla recutita* (ulei de flori de Matricaria), Tanacetum annuum* (ulei de flori de mușețel albastru marocan), Rosa damascene*(ulei de flori de trandafiri), Citrus paradisi* (ulei de coji de grapefruit), Citrus reticulata* (ulei din coji de tangerine), Mentha spicata* (extract din frunze de mentă verde), Citrus limon* (ulei din coji de lămâie),     Ocotea quixos* (ulei de frunze de ocotea). Poate conține: alcool benzilic **, benzoat de benzil **, salicilat de benzil **, cinam **, alcool cinamilic **, citral **, citronellol **, eugenol **, farnesol **, geraniol **, isoeugenol **, limonene **, linalool **.* Ulei esențial100% pur. ^^absolut pur. ** Constituenți naturali ai uleiurilor esențiale ^Royal Hawaiian Sandalwood este o marcă înregistrată a firmei Jawmin, LLC.","Inhalare: Inhalează delicat această aromă echilibrată. Frumusețe: Adaugă câteva picături în gelul tău de duș pentru o infuzie exotică. Baie: Adaugă 6-8 picături în apa caldă de baie pentru un răsfăț luxuriant. Masaj: Diluează câteva picături în 10 ml de ulei de bază Young Living V-6® Enhanced Vegetable Oil Complex pentru un masaj relaxant. Parfum: Se potrivește bine cu Lemon, Ginger sau Grapefruit.","https://www.youngliving.com/ro_RO/products/id/34809","../media/poze/uleiuri/acceptance.jpg"
"","Aroma Life","Stimulează-ți simțurile cu acest amestec aromatic revigorant.  Umple-te de sentimente pozitive cu acest miros exotic, senzual.  Adaugă câteva picături într-o sticlă cu pulverizator plină cu apă și pulverizează-ți spațiul pentru o atmosferă plină de fericire. Energizează-ți mintea în timp ce plasezi o picătură puternică pe decolteul tău pentru un parfum durabil.","Ulei de semințe de susan (Sesamum indicum)*, Ulei de frunze/trunchi/nucă de chiparos (Cupressus sempervirens)*, ulei de frunze de măghiran  (Origanum majorana)*, ulei de flori de Ylang Ylang (Cananga odorata)*, ulei de flori de helichrysum (Helichrysum italicum)*.
 Poate conține: alcool benzilic **, benzoat de benzil **, salicilat de benzil **, citral **, Eugenol **, Farnesol **, Geraniol **, Isoeugenol **, Limonen **, Linalool **. 
* Ulei esențial 100% pur. 
** Constituenți naturali ai uleiurilor esențiale.","Inhalare: Inspiră ușor acest miros energizant. 
Frumusețe: Adaugă câteva picături în untul tău de corp pentru o infuzie exotică. 
Baie: Adaugă 6-8 picături în apa fierbinte de baie pentru un răsfăț luxuriant. 
Masaj: Adaugă câteva picături într-un ulei de bază pentru un masaj relaxant. 
Parfum: Se potrivește bine cu uleiurile de tămâie, iasomie sau smirnă.","https://www.youngliving.com/ro_RO/products/id/34810","../media/poze/uleiuri/aroma_life.jpg"
"","Aroma Siez","Acest amestec revigorant și răcoritor este perfect în timpul lunilor reci de iarnă, pentru susținerea respirației ușoare.  De asemenea, poți inhala acest amestec direct din sticluță, inspirând notele de mentă de grădină, busuioc și chiparos.  Infuzat cu lavandă calmantă, acest amestec plăcut poate fi utilizat ca parfum.  Adaugă câteva picături într-o sticlă cu pulverizator plină cu apă.  Cu aceste plante superioare, o piele curată și hidratată e doar la o pulverizare distanță!","Ulei de busuioc (Ocimum basilicum)*, ulei de frunze de măghiran (Origanum majorana)* ,  ulei de lavandă  (Lavandula angustifolia)*, ulei de mentă de grădină  (Mentha piperita)* , ulei de frunze/tulpină de chiparos. (Cupressus sempervirens)* .
 Poate conține: Citral **, Coumarin **, Eugenol **, Geraniol **, Limonene **, Linalool **. 
* Ulei esențial 100% pur. 
** Constituenți naturali ai uleiurilor esențiale.","Inhalare: Inspiră ușor acest miros energizant. 
Frumusețe: Adaugă câteva picături în untul tău de corp pentru o infuzie exotică. 
Baie: Adaugă 6-8 picături în apa fierbinte de baie pentru un răsfăț luxuriant. 
Masaj: Adaugă câteva picături într-un ulei de bază pentru un masaj relaxant. 
Parfum: Se potrivește bine cu uleiurile de tămâie, iasomie sau smirnă.","https://www.youngliving.com/ro_RO/products/id/34811","../media/poze/uleiuri/aroma_siez.jpg"
"","AromaEase","Energizează-ți mintea, corpul și sufletul cu acest amestec stimulent.  Infuzat cu uleiuri de ghimbir, cardamom, fenicul, mentă de grădină și mentă verde.  Ține uleiul în buzunarul tău și inspiră direct din sticluță de fiecare dată când ai nevoie de o briză de aer proaspăt.  Diluează câteva picături din aceste ingrediente armonioase inspirate de natură într-un ulei de bază și masează-ți zonele obosite pentru un răsfăț suprem.","Ulei de mentă de grădină (Mentha piperita)*, extract de frunze de mentă verde (Mentha spicata)*, ulei de rădăcină de ghimbir (Zingiber officinale)*, ulei de semințe de cardamom (Elettaria cardamomum)*, ulei de fenicul  (Foeniculum vulgare)*.
 Poate conține: Citral **, Citronellol **, Geraniol **, Limonene **, Linalool **. 
* Ulei esențial 100% pur. 
** Constituenți naturali ai uleiurilor esențiale.","Inhalare: Inspiră ușor acest miros mentolat. 
Frumusețe: Adaugă câteva picături în untul tău de corp pentru o infuzie bogată și mentolată. 
Baie: Adaugă 6-8 picături în apa fierbinte de baie pentru un răsfăț luxuriant. 
Masaj: Adaugă câteva picături într-un ulei de bază pentru un masaj relaxant. 
Parfum: Se potrivește bine cu uleiurile de rozmarin, lămâi și lavandă.","https://www.youngliving.com/ro_RO/products/id/34812","../media/poze/uleiuri/aromaease.jpg"
"","Australian Blue","Australian Blue este un amestec de 16 uleiuri esențiale cu o influență aromatică care înalță și împuternicește, creând atât un sentiment de stare de bine și protecție, cât și de echilibru și stabilitate.","Callitris intratropica* ulei de lemn de chiparos albastru, Cananga odorata*ulei de floare de ylang ylang, Cedrus atlantica* ulei din scoarță de cedru,Abies concolor* ulei de lemn/frunze/ramuri de brad alb, Pelargoniumgraveolens* ulei din floare de mușcată, Artemisia pallens* ulei din floride Davana, Citrus hystrix* ulei din frunze delimetă Kaffir, Jasminumofficinale^^ ulei de iasomie, Chamomilla recutita* ulei de flori de mușețeltip Matricaria, Tanacetum annuum* ulei de mușețel albastrumarocan,Rosa damascena* ulei din flori de trandafiri, Citrus paradisi* ulei din coji degrapefruit, Citrus reticulata* ulei din coji de tangerine, Menthaspicata*ulei din frunze de mentă verde, Ocotea quixos* ulei de frunză de ocotea.     Poate conține: Alcool benzilic**, benzoat de benzil**, salicilat de benzil**, cinnamal**, alcool cinamilic**, citral**, citronellol**, eugenol**, farnesol**, geraniol**, izoeugenol**, limonen**, linalool**.  * Ulei esențial 100% pur <^^Absolut 100% pur ** Constituenți naturali ai uleiurilor esențiale.","Masaj: Aplică direct pe zona dorită sau combină cu Ylang Ylang, Bergamot și Young Living V-6® Enhanced Vegetable Oil Complex pentru un masaj de relaxare. În cazul unei sensibilități, diluează 5 picături în 10 ml de Young Living V-6®.Parfum: Aplică pe decolteu și pe punctele de puls pentru un parfum înălțător și dulce. Meditație: Inhalează această aromă echilibrantă în timpul meditație pentru a îmbunătăți conexiunea spirituală.  Avertisment: A nu se lăsa la îndemâna copiilor. Doar pentru uz extern. A se ține departe de ochi și de membranele mucoase. Dacă ești însărcinată, alăptezi, iei medicamente sau ai o afecțiune medicală, consultă un cadru medical înainte de folosirea acestui produs. Evită lumina directă a soarelui sau razele UV pe zona de aplicare timp de până la 12 ore. Nu este destinat utilizării în timpul sarcinii.","https://www.youngliving.com/ro_RO/products/id/56683","../media/poze/uleiuri/australian_blue.jpg"
"","Australian Kuranya","Uleiul Australian Kuranya este bogat și exotic. Conține uleiurile esențiale de mirt lămâios, kunzea albă. chiparos albastru, lemn sacru de santal, fenicul, ericifolia australian, eucalipt radiata și arbore de ceai.  `Kuranya` înseamnă `curcubeu`, ceea ce evidențiază parfumul să vesel și pozitiv.  Acest amestec armonios e extras din plante originare din Australia și înalță și energizează simțurile.  Adaugă o picătură în loțiunea ta zilnică pentru o piele catifelată și deosebit de parfumată.","Uleid e frunze de mirt lămâios (Backhousia citriodora)*, ulei de lemn de chiparos albastru  (Callitris intratropica)*, ulei de ramuri și frunze de kunzea albă  (Kunzea ambigua)*,
ulei de lemn sacru de santal  (Santalum album)*, ulei de fenicul (Foeniculum vulgare)*, ulei de frunze de Australian Ericifolia (Melaleuca ericifolia)*, ulei de frunze de eucalipt radiata (Eucalyptus radiata)*, ulei de frunze de arbore de ceai (Melaleuca alternifolia)*.
 Poate conține: Citral **, Citronellol **, Geraniol **, Limonene **, Linalool **. 
* Ulei esențial 100% pur. 
** Constituenți naturali ai uleiurilor esențiale.","Inhalare: Inspiră ușor aceste note energizante pentru un impuls de motivație. 
Frumusețe:Adaugă câteva picături în loțiunea ta zilnică pentru o piele moale și catifelată. 
Baie: Adaugă 6-8 picături în apa fierbinte de baie pentru o infuzie exotică. 
Masaj: Adaugă câteva picături într-un ulei de bază pentru un masaj relaxant. 
Parfum:Se potrivește bine cu uleiuri de eucalipt, mușcate sau salvie.","https://www.youngliving.com/ro_RO/products/id/34813","../media/poze/uleiuri/australian_kuranya.jpg"
"","Awaken",Pregătește-te să înfrunți orice probleme cu uleiul Awaken.  Aplică câteva picături pe punctele tale de puls pentru a susține sentimentele de calm și confort.  Acest ulei e făcut din cele mai bune ierburi și cinci amestecuri speciale Young Living.  Adaugă câteva picături în apa fierbinte de baie și lasă-ți toate grijile să se topească.  Acest amestec puternic este ideal dacă dorești să inviți schimbări pozitive în viața ta.,"Ulei de cocos (Caprylic/capric)*, ulei de migdale (Prunus amygdalus dulcis)*, ulei de coji de bergamote fără furocumarine (Citrus aurantium bergamia), ulei de flori de Ylang Ylang (Cananga odorata)*, ulei de semințe de susan (Sesamum indicum)*, ulei de flori de mușcate (Pelargonium graveolens)*, ulei de lemn de santal Royal Hawaiian (Santalum paniculatum)*, ulei Neroli (Citrus aurantium)*, ulei de tangerine (Citrus reticulata)*, ulei de coji de lămâi (Citrus limon)*, ulei de semințe de coriandru (Coriandrum sativum)*, ulei de piper negru (Piper nigrum)*, ulei de rășină de tămâie (Boswellia carterii) *, ulei de frunze de roiniță (Melissa officinalis)*, ulei de lavandă (Lavandula angustifolia)*, ulei de iasomie (Jasminum officinale)^^, ulei de flori de mușețel roman (Chamamelum nobilis)*, ulei de lămâiță (Cymbopogon martini)*, ulei de frunze de izop (Hyssopus officinalis)*, ulei de helichrysum (Helichrysum italicum)*, ulei de lemn de chiparos albastru (Callitris intratropica)*, ulei de flori de Davana (Artemisia pallens)*, ulei de frunze de limete (Citrus hystrix)*, ulei de coji de grepfrut (Citrus paradisi)*, extract de frunze de mentă verde (Mentha spicata)*. 
 Poate conține: alcool benzilic **, benzoat de benzil **, salicilat de benzil **, cinamă **, alcool cinamilic **, citral **, citronellol **, cumarină **, Eugenol **, Farnesol **, Geraniol **, Isoeugenol **, Limonene **, Linalool **. 
* Ulei esențial 100% pur. 
**Constituenți naturali ai uleiurilor esențiale
^^Absolut 100% pur.","Inhalare: Inspiră ușor notele revigorante pentru o motivație instantanee. 
Frumusețe: Adaugă câteva picături în untul tău de corp pentru o infuzie luxuriantă. 
Baie: Adaugă 6-8 picături în apa fierbinte de baie pentru un răsfăț suprem. 
Masaj: Adaugă câteva picături într-un ulei de bază pentru un masaj relaxant. 
Parfum:Se potrivește bine cu uleiuri de grepfrut, mușcate sau salvie.","https://www.youngliving.com/ro_RO/products/id/34814","../media/poze/uleiuri/awaken.jpg"
"","Believe","Amestecul de uleiuri esențiale Believe conține molid albastru din Idaho și ylang ylang de la ferma Young Living din Ecuador și are o aromă plăcută care este atât echilibrantă, cât și revigorantă.
Acest amestec conține uleiurile esențiale de brad balsamifer de Idaho și de tămâie care pot promova sentimente de putere și credință. Având și alte uleiuri complementare, combinația din acest amestec te poate ajuta să treci la un nivel superior de conștientizare. Pe măsură ce vei fi în stare să treci peste eșecurile și barierele emoționale, vei putea să îți atingi adevăratul potențial.","Abies grandis* (ulei de brad de Vancouver), Coriandrum sativum* (Ulei de semințe de coriandru), Citrus aurantium bergamia* ulei de coajă de bergamotă (fără furocumarine), Boswellia carterii* (ulei esențial de tămâie), Picea pungens* (ulei de frunze/ramuri/lemn de molid albastru de Idaho, Cananga odorata* (ulei din floare de Ylang Ylang), Pelargonium graveolens* (ulei din floare de mușcată).  Poate conține: alcool benzilic **, benzoat de benzil **, salicilat de benzil **, citral **, citronellol **, eugenol **, farnesol **, geraniol **, isoeugenol **, limonen**, linalool **. *100% ulei esențial puroil** Constituenți naturali ai uleiurilor esențiale","Aplică pe zona dorită. În cazul unei sensibilități, diluează 15 picături în 10 ml of Young Living V-6®.","https://www.youngliving.com/ro_RO/products/id/34815","../media/poze/uleiuri/believe.jpg"
